Species,Spp Code,Threat,Stress,Sensitivity,Literature Quote,Citation
Prothonotary Warbler (Protonotaria citrea),prowar,1.1.1 High-density urban development,2.1 Species mortality,Negative impact (Extrapolated),"Considering the family level ofbirds in the CCA, we noted that members of the Parulidae were more strongly associated with higher GreenLevels (high tree canopy and exposed habitats; Fig.5).","""Cusa M, Jackson DA, Mesure M. 2015. Window collisions by migratory bird species: Urban geographical patterns and habitat associations. Urban Ecosystems 18:1427–1446. Available from https://doi.org/10.1007/s11252-015-0459-3 (accessed May 15, 2024)."""
Prothonotary Warbler (Protonotaria citrea),prowar,1.1.2 Low-density suburban development,1.2 Ecosystem degradation,Negative impact (Extrapolated),"Flycatchers, tanagers, vireos, warblers, thrushes, and bluebirds respond negatively to urbanization in ponderosa pine forests.","""Chace JF, Walsh JJ. 2006. Urban effects on native avifauna: a review. Landscape and Urban Planning 74:46–69. Available from https://www.sciencedirect.com/science/article/pii/S016920460400146X (accessed May 15, 2024)."""
Prothonotary Warbler (Protonotaria citrea),prowar,1.1.2 Low-density suburban development,1.2 Ecosystem degradation,Negative impact (Extrapolated),"Table 1, list of sensitive species","""Glennon MJ, Kretser HE. 2013. Size of the ecological effect zone associated with exurban development in the Adirondack Park, NY. Landscape and Urban Planning 112:10–17."""
Prothonotary Warbler (Protonotaria citrea),prowar,2.1.1 Agriculture pesticide/herbicide application,1.3 Indirect ecosystem effects,Possible negative impact (Literature),"Nestling diet was generally reflective of prey availability, and nestlings had faster mean growth rates at the site with higher aquatic prey availability. Terrestrial prey were fed more readily at the site with lower aquatic prey availability, and at this site, nestlings fed mayflies had higher mean growth rates than nestlings fed only terrestrial prey.","""Dodson JC, Moy NJ, Bulluck LP. 2016. Prothonotary warbler nestling growth and condition in response to variation in aquatic and terrestrial prey availability. Ecology and Evolution 6:7462–7474."""
Prothonotary Warbler (Protonotaria citrea),prowar,2.1.1 Agriculture pesticide/herbicide application,2.1 Species mortality,Possible negative impact (Literature),One adult male collected at a tower kill in Louisiana during fall migration sustained a trace amount (77.62 ppb) of DDE (K. Ragupathy pers. comm.).,"""Petit LJ. 2020. Prothonotary Warbler (Protonotaria citrea), version 1.0. Birds of the WorldDOI: 10.2173/bow.prowar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/prowar/cur/introduction (accessed May 15, 2024)."""
Prothonotary Warbler (Protonotaria citrea),prowar,2.1.3 Agriculture development,1.1 Ecosystem conversion,Negative impact (Extrapolated),"Today, the expansion of agriculture continues to be the major driver of biodiversity loss. Agriculture affects every type of habitat and impacts 76% of the landbird species of highest conservation concern; 65% are threatened by unsustainable livestock grazing. Preventing the conversion of large areas of habitat, whether grassland, forest, or aridlands, in the core distribution of species of concern will be necessary to stem the rapid decline of many landbirds","""Berlanga H, Kennedy J, Rich T. 2010. Saving our shared birds: Partners in Flight Tri-national vision for landbird conservation. United States Fish and Wildlife: Staff Publications. Available from https://digitalcommons.unl.edu/usfwspubs/376."""
Prothonotary Warbler (Protonotaria citrea),prowar,2.1.3 Agriculture development,1.1 Ecosystem conversion,No negative impact (Extrapolated),"The most abundant families were: Trochilidae, Tyrannidae with 12 species respecting, Parulidae 11, and Icteridae with nine species.","""Anonymous. 2018. Avifauna study for the Acajutla-Ahuachapán row of “LNG to Power” project transmission line, Energía del Pacífico, El Salvador. Page 33. Available from https://www3.dfc.gov/Environment/EIA/energia/Transmission_ESIA/Avifauna_Study.pdf."""
Prothonotary Warbler (Protonotaria citrea),prowar,2.1.3 Agriculture development,2.3 Indirect species effects,Negative impact (Extrapolated),"""The conversion of bottomland forest to agriculture (especially in the lower MS Alluvial Valley) has expanded the BHCO population and increased the amount of forest edge, increasing susceptibility of PROW to brood parasitism."" - Erik Johnson",Expert opinion
Prothonotary Warbler (Protonotaria citrea),prowar,2.3.2 Pasture development,1.1 Ecosystem conversion,Possible negative impact (Extrapolated),"Today, the expansion of agriculture continues to be the major driver of biodiversity loss. Agriculture affects every type of habitat and impacts 76% of the landbird species of highest conservation concern; 65% are threatened by unsustainable livestock grazing. Preventing the conversion of large areas of habitat, whether grassland, forest, or aridlands, in the core distribution of species of concern will be necessary to stem the rapid decline of many landbirds","""Berlanga H, Kennedy J, Rich T. 2010. Saving our shared birds: Partners in Flight Tri-national vision for landbird conservation. United States Fish and Wildlife: Staff Publications. Available from https://digitalcommons.unl.edu/usfwspubs/376."""
Prothonotary Warbler (Protonotaria citrea),prowar,3.3.1 Onshore wind turbine installations,2.1 Species mortality,Negative impact (Extrapolated),Table 2,"""Choi DY, Wittig TW, Kluever BM. 2020. An evaluation of bird and bat mortality at wind turbines in the Northeastern United States. PLOS ONE 15:e0238034. Available from https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0238034 (accessed May 15, 2024)."""
Prothonotary Warbler (Protonotaria citrea),prowar,3.3.1 Onshore wind turbine installations,2.1 Species mortality,Negative impact (Extrapolated),"At the level of passerine families, six of 24 taxa made up about half (47.5%) of all bird fatalities from wind energy developments in our  analysis  (Table 3):  Alaudidae  (larks;  13.7%  of  all  fatalities), Parulidae   (wood-warblers;   10.8%),   Vireonidae   (vireos;   6.5%), Icteridae    (blackbirds/orioles;    6.1%),    Emberizidae    (sparrows; 6.0%) and Regulidae (kinglets; 4.4%).","""Erickson WP, Wolfe MM, Bay KJ, Johnson DH, Gehring JL. 2014. A comprehensive analysis of small-passerine fatalities from collision with turbines at wind energy facilities. PLOS ONE 9:e107491. Available from https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0107491 (accessed May 15, 2024)."""
Prothonotary Warbler (Protonotaria citrea),prowar,4.1.1 Roadways,1.1 Ecosystem conversion,Possible negative impact (Literature),"Up to 50-70% of mangroves in Colombia and Ecuador have been destroyed as result of coastal development, highway construction, agriculture, and aquaculture (Terborgh 1989, Botero 1990).","""Petit LJ. 2020. Prothonotary Warbler (Protonotaria citrea), version 1.0. Birds of the WorldDOI: 10.2173/bow.prowar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/prowar/cur/introduction (accessed May 15, 2024)."""
Prothonotary Warbler (Protonotaria citrea),prowar,4.1.1 Roadways,1.2 Ecosystem degradation,Negative impact (Extrapolated),Habitat degradation stress of roads was extrapolated to all warblers that are described as using mature forest for breeding (Stephenson and Whittle. 2013. The Warbler Guide) these warblers are most likely to occur with lower abundance next to edges.,"""Ortega YK, Capen DE. 2002. Roads as edges: effects on birds in forested landscapes. Forest Science 48:381–390. Available from https://doi.org/10.1093/forestscience/48.2.381 (accessed May 15, 2024)."""
Prothonotary Warbler (Protonotaria citrea),prowar,4.1.1 Roadways,2.1 Species mortality,Negative impact (Extrapolated),Mortality stress was extrapolated to all warblers that are described as foraging low (Stephenson and Whittle. 2013. The Warbler Guide) as all warblers reported found dead on roadways were those that forage low (Bishop and Brogan 2013).,"""Bishop C, Brogan J. 2013. Estimates of avian mortality attributed to vehicle collisions in Canada. Avian Conservation and Ecology 8. Available from https://www.ace-eco.org/vol8/iss2/art2/ (accessed May 15, 2024)."""
Prothonotary Warbler (Protonotaria citrea),prowar,4.2.1 Power transmission and distribution lines,2.1 Species mortality,Possible negative impact (Extrapolated),"Table 1 (very low overal numbers, so 0.5)",Bevanger K. 1998. Biological and conservation aspects of bird mortality caused by electricity power lines: a review. Biological Conservation 86:67–76.
Prothonotary Warbler (Protonotaria citrea),prowar,4.2.2 Communication towers,2.1 Species mortality,Negative impact (Literature),"Table 3. Per species avian annual mortality at communication towers in central and eastern North America, for species with >1% annual mortality from communication towers.","""Longcore T et al. 2013. Avian mortality at communication towers in the United States and Canada: which species, how many, and where? Biological Conservation 158:410–419. Available from https://www.sciencedirect.com/science/article/pii/S0006320712004144 (accessed May 16, 2024)."""
Prothonotary Warbler (Protonotaria citrea),prowar,4.2.2 Communication towers,2.1 Species mortality,Negative impact (Literature),Table 4. Sensitive species killed at communication towers with estimated annual mortality <1% of estimated population size in decreasing order,"""Longcore T et al. 2013. Avian mortality at communication towers in the United States and Canada: which species, how many, and where? Biological Conservation 158:410–419. Available from https://www.sciencedirect.com/science/article/pii/S0006320712004144 (accessed May 16, 2024)."""
Prothonotary Warbler (Protonotaria citrea),prowar,5.3.1 Logging and wood harvesting,1.1 Ecosystem conversion,Negative impact (Literature),"Bottomland hardwood forests, the prime breeding habitat, have been logged or converted to pasture or cropland throughout se. U.S, and only 10% of original bottomland forest in the lower 48 states remains (reviewed in Dickson et al. 1995a). ","""Petit LJ. 2020. Prothonotary Warbler (Protonotaria citrea), version 1.0. Birds of the WorldDOI: 10.2173/bow.prowar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/prowar/cur/introduction (accessed May 15, 2024)."""
Prothonotary Warbler (Protonotaria citrea),prowar,7.2.4 Changes to natural hydrologic flow,1.1 Ecosystem conversion,Negative impact (Literature),"Primary negative impact of silviculture is removal of decayed trees that could provide nest sites, and alteration of hydrological regime, causing drying of seasonally flooded areas (Pashley and Barrow 1993, Dickson et al. 1995a). Channeling of streams to control flooding also lowers habitat quality.","""Petit LJ. 2020. Prothonotary Warbler (Protonotaria citrea), version 1.0. Birds of the WorldDOI: 10.2173/bow.prowar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/prowar/cur/introduction (accessed May 15, 2024)."""
